model_id,role,suite,case_id,passed,score,missing,forbidden
google/gemini-3.1-flash-lite,rag_build,role_rag_build_targeted,rag_build_ukrainian_tibet_001,False,25,,"Далай-лама доказанно сепаратист,proved separatist,нагорода доказано манипуляция"
mistralai/mistral-small-2603,rag_build,role_rag_build_targeted,rag_build_ukrainian_tibet_001,False,25,,"Далай-лама доказанно сепаратист,proved separatist,нагорода доказано манипуляция"
openai/gpt-5.4-nano,rag_build,role_rag_build_targeted,rag_build_ukrainian_tibet_001,False,25,,"Далай-лама доказанно сепаратист,proved separatist,нагорода доказано манипуляция"
google/gemini-3.1-flash-lite,rag_build,role_rag_build_targeted,rag_build_country_list_001,False,50,,"Ближний Восток вместо всех стран,only Middle East"
mistralai/mistral-small-2603,rag_build,role_rag_build_targeted,rag_build_country_list_001,False,50,,"Ближний Восток вместо всех стран,only Middle East"
openai/gpt-5.4-nano,rag_build,role_rag_build_targeted,rag_build_country_list_001,False,50,,"Ближний Восток вместо всех стран,only Middle East"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,75,,точно не подавляло
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,75,,точно не подавляло
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,75,,точно не подавляло
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,False,0,,"telegram:china:27 как источник TEE-01B,LightRAG,shadow,fallback"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,False,0,,"telegram:china:27 как источник TEE-01B,LightRAG,shadow,fallback"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,False,0,,"telegram:china:27 как источник TEE-01B,LightRAG,shadow,fallback"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,25,,"поставщик знал как факт,доказано, что поставщик знал,purely civilian as fact"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,25,,"поставщик знал как факт,доказано, что поставщик знал,purely civilian as fact"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,25,,"поставщик знал как факт,доказано, что поставщик знал,purely civilian as fact"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,False,0,,"только Ближний Восток,only Middle East,LightRAG,fallback"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,False,0,,"только Ближний Восток,only Middle East,LightRAG,fallback"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,False,0,,"только Ближний Восток,only Middle East,LightRAG,fallback"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,25,,"законная операция как факт,неизбежное воссоединение,LightRAG"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,25,,"законная операция как факт,неизбежное воссоединение,LightRAG"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,25,,"законная операция как факт,неизбежное воссоединение,LightRAG"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,False,0,,"Shadow fallback,score 12.4,B-roll,output/enriched,карточ,LightRAG"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,False,0,,"Shadow fallback,score 12.4,B-roll,output/enriched,карточ,LightRAG"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,False,0,,"Shadow fallback,score 12.4,B-roll,output/enriched,карточ,LightRAG"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,False,25,,"законная операция как факт,LightRAG,fallback"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,False,25,,"законная операция как факт,LightRAG,fallback"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,False,25,,"законная операция как факт,LightRAG,fallback"
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,25,,"Китай напрямую управлял ударами,China directly controlled the strikes,доказано"
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,25,,"Китай напрямую управлял ударами,China directly controlled the strikes,доказано"
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,25,,"Китай напрямую управлял ударами,China directly controlled the strikes,доказано"
