model_id,role,suite,case_id,passed,score,missing,forbidden
google/gemini-3.1-flash-lite,rag_build,role_rag_build_targeted,rag_build_country_list_001,True,100,,
mistralai/mistral-small-2603,rag_build,role_rag_build_targeted,rag_build_country_list_001,True,100,,
openai/gpt-5.4-nano,rag_build,role_rag_build_targeted,rag_build_country_list_001,True,100,,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,70,"source_a,source_b",
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,55,"source_a,source_b,any of: расход | конфликт | разные версии",
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_conflict_sources_001,False,85,any of: расход | конфликт | разные версии,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,False,85,Китай/88.txt,
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,False,85,Китай/88.txt,
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_source_request_001,True,100,,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,70,"any of: нет доказательств | не доказано | does not prove,any of: знал | знании | knowledge",
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,85,any of: нет доказательств | не доказано | does not prove,
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_uncertainty_dual_use_001,False,85,any of: нет доказательств | не доказано | does not prove,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,False,70,"США,any of: дронах | drones",
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,False,70,"США,any of: дронах | drones",
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_overview_country_list_001,True,100,,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,55,"source_a,source_b,any of: провер | inspection",
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,55,"source_a,source_b,any of: провер | inspection",
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_taiwan_quarantine_001,False,70,"source_a,source_b",
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,True,100,,
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,True,100,,
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_noisy_context_no_internal_terms_001,False,40,"any of: Пекин | Beijing | Китай,any of: Тайван | Taiwan,any of: военное давление | military pressure,any of: принудитель | coercive",
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,True,100,,
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,True,100,,
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_quote_attribution_001,True,100,,
google/gemini-3.1-flash-lite,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,70,"any of: не доказывает | does not prove | не следует,any of: Financial Times | FT",
mistralai/mistral-small-2603,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,70,"any of: не доказывает | does not prove | не следует,any of: Financial Times | FT",
openai/gpt-5.4-nano,fallback_synth,role_fallback_synth_targeted,fallback_refuse_to_overstate_001,False,85,any of: Financial Times | FT,
